seq_number,step_number,small_relevant,small_random,big_random,big_relevant,label
80:5,80:5:5,92,2,8,92,80
80:5,80:5:5,93,3,8,96,80
80:5,80:5:5,95,4,7,97,80
80:5,80:5:5,97,6,7,97,80
80:5,80:5:6,89,2,8,89,80
80:5,80:5:6,88,3,8,92,80
80:5,80:5:6,88,2,8,89,80
80:5,80:5:6,92,5,7,91,80
80:5,80:5:6,92,2,8,95,80
80:5,80:5:6,91,6,8,92,80
80:5,80:5:6,93,1,8,94,80
80:5,80:5:6,95,2,8,99,80
80:5,80:5:6,97,5,8,100,80
80:5,80:5:6,96,3,8,101,80
80:6,80:6:0,80,4,8,83,80
80:6,80:6:0,81,2,8,83,80
80:6,80:6:0,85,6,8,86,80
80:6,80:6:0,84,0,7,85,80
80:6,80:6:0,84,3,7,85,80
80:6,80:6:0,87,4,7,91,80
80:6,80:6:0,86,3,8,88,80
80:6,80:6:0,89,4,7,90,80
80:6,80:6:0,88,6,7,94,80
80:6,80:6:0,92,5,7,91,80
80:6,80:6:1,82,5,8,83,80
80:6,80:6:1,83,6,8,85,80
80:6,80:6:1,86,5,8,89,80
80:6,80:6:1,86,0,7,84,80
80:6,80:6:1,87,0,8,89,80
80:6,80:6:1,87,4,8,87,80
80:6,80:6:1,87,2,7,93,80
80:6,80:6:1,88,2,7,89,80
80:6,80:6:1,91,6,8,91,80
80:6,80:6:1,92,5,8,96,80
80:6,80:6:2,82,1,7,84,80
80:6,80:6:2,83,3,8,87,80
80:6,80:6:2,87,3,7,86,80
80:6,80:6:2,86,5,7,89,80
80:6,80:6:2,89,6,7,86,80
80:6,80:6:2,87,4,7,90,80
80:6,80:6:2,91,2,8,92,80
80:6,80:6:2,91,5,8,89,80
80:6,80:6:2,93,5,7,90,80
80:6,80:6:2,93,4,7,94,80
80:6,80:6:3,84,2,8,88,80
80:6,80:6:3,85,5,7,85,80
80:6,80:6:3,85,0,8,91,80
80:6,80:6:3,89,0,8,88,80
80:6,80:6:3,88,6,8,90,80
80:6,80:6:3,88,5,7,90,80
80:6,80:6:3,91,1,7,90,80
80:6,80:6:3,90,3,7,91,80
80:6,80:6:3,94,1,7,92,80
80:6,80:6:3,93,2,8,94,80
80:6,80:6:4,84,5,7,85,80
80:6,80:6:4,87,5,7,91,80
80:6,80:6:4,89,4,8,87,80
80:6,80:6:4,87,2,8,87,80
80:6,80:6:4,90,6,8,92,80
80:6,80:6:4,92,6,7,92,80
80:6,80:6:4,91,3,7,95,80
80:6,80:6:4,92,6,7,92,80
80:6,80:6:4,93,0,8,97,80
80:6,80:6:4,93,3,7,94,80
80:6,80:6:5,86,1,7,85,80
80:6,80:6:5,89,1,7,91,80
80:6,80:6:5,88,1,8,89,80
80:6,80:6:5,90,2,8,90,80
80:6,80:6:5,90,0,8,90,80
80:6,80:6:5,92,0,8,90,80
80:6,80:6:5,91,0,8,94,80
80:6,80:6:5,94,6,7,95,80
80:6,80:6:5,93,6,7,97,80
80:6,80:6:5,94,5,8,99,80
80:6,80:6:6,86,1,7,89,80
80:6,80:6:6,87,5,7,88,80
80:6,80:6:6,91,6,7,88,80
80:6,80:6:6,89,0,7,90,80
80:6,80:6:6,93,3,8,93,80
80:6,80:6:6,91,6,7,95,80
80:6,80:6:6,92,4,8,92,80
80:6,80:6:6,95,4,8,93,80
80:6,80:6:6,96,1,7,95,80
80:6,80:6:6,98,5,7,98,80
80:6,80:6:7,90,3,7,88,80
80:6,80:6:7,89,6,8,91,80
80:6,80:6:7,89,6,8,91,80
80:6,80:6:7,92,5,8,93,80
80:6,80:6:7,91,2,7,97,80
80:6,80:6:7,92,3,8,93,80
80:6,80:6:7,94,0,8,98,80
80:6,80:6:7,96,5,8,100,80
80:6,80:6:7,98,4,8,95,80
80:6,80:6:7,99,6,7,96,80
80:6,80:6:8,89,6,7,88,80
80:6,80:6:8,89,3,7,93,80
80:6,80:6:8,93,1,8,94,80
80:6,80:6:8,94,0,7,91,80
80:6,80:6:8,95,0,8,96,80
80:6,80:6:8,93,4,7,98,80
80:6,80:6:8,96,0,8,99,80
80:6,80:6:8,97,6,8,100,80
80:6,80:6:8,97,5,8,101,80
80:6,80:6:8,97,3,7,102,80
80:7,80:7:0,80,5,8,81,80
80:7,80:7:0,83,2,8,84,80
80:7,80:7:0,84,6,7,84,80
80:7,80:7:0,85,2,8,86,80
80:7,80:7:0,86,6,8,87,80
80:7,80:7:0,88,0,7,89,80
80:7,80:7:0,89,0,7,90,80
80:7,80:7:0,90,5,7,92,80
80:7,80:7:0,90,3,8,93,80
80:7,80:7:0,91,0,7,90,80
80:7,80:7:1,81,4,8,81,80
80:7,80:7:1,83,4,8,83,80
80:7,80:7:1,84,6,7,85,80
80:7,80:7:1,86,5,8,86,80
80:7,80:7:1,88,2,8,85,80
80:7,80:7:1,89,4,8,87,80
80:7,80:7:1,90,1,7,93,80
80:7,80:7:1,89,1,8,89,80
80:7,80:7:1,89,3,8,89,80
80:7,80:7:1,91,2,8,95,80
80:7,80:7:2,83,4,8,86,80
80:7,80:7:2,84,6,7,83,80
80:7,80:7:2,85,4,8,90,80
80:7,80:7:2,87,3,7,87,80
80:7,80:7:2,87,4,7,89,80
80:7,80:7:2,88,6,7,87,80
80:7,80:7:2,88,1,7,91,80
80:7,80:7:2,90,0,7,94,80
80:7,80:7:2,93,6,7,94,80
80:7,80:7:2,94,6,8,91,80
80:7,80:7:3,85,6,7,83,80
80:7,80:7:3,85,0,8,88,80
80:7,80:7:3,88,4,7,91,80
80:7,80:7:3,87,6,7,89,80
80:7,80:7:3,89,4,7,93,80
80:7,80:7:3,88,6,7,88,80
80:7,80:7:3,90,3,7,93,80
80:7,80:7:3,91,6,7,95,80
80:7,80:7:3,94,3,7,97,80
80:7,80:7:3,93,4,7,95,80
80:7,80:7:4,84,4,8,87,80
80:7,80:7:4,87,3,7,88,80
80:7,80:7:4,86,4,7,88,80
80:7,80:7:4,87,2,8,87,80
80:7,80:7:4,89,4,8,92,80
80:7,80:7:4,91,3,8,89,80
80:7,80:7:4,90,5,7,93,80
80:7,80:7:4,92,1,8,92,80
80:7,80:7:4,92,6,7,98,80
80:7,80:7:4,95,6,7,98,80
80:7,80:7:5,88,3,7,91,80
80:7,80:7:5,86,4,8,89,80
80:7,80:7:5,88,4,7,90,80
80:7,80:7:5,88,5,8,88,80
80:7,80:7:5,90,4,7,92,80
80:7,80:7:5,90,6,7,93,80
80:7,80:7:5,93,0,8,93,80
80:7,80:7:5,94,1,8,97,80
80:7,80:7:5,94,4,7,96,80
80:7,80:7:5,97,0,7,97,80
80:7,80:7:6,86,3,7,92,80
80:7,80:7:6,90,0,7,88,80
80:7,80:7:6,88,0,8,91,80
80:7,80:7:6,92,1,8,91,80
80:7,80:7:6,91,5,7,91,80
80:7,80:7:6,91,0,7,93,80
80:7,80:7:6,94,3,8,93,80
80:7,80:7:6,96,3,7,96,80
80:7,80:7:6,95,4,8,94,80
80:7,80:7:6,97,0,8,97,80
80:7,80:7:7,87,1,7,88,80
80:7,80:7:7,90,4,8,89,80
80:7,80:7:7,92,6,8,93,80
80:7,80:7:7,90,2,8,96,80
80:7,80:7:7,93,4,8,97,80
80:7,80:7:7,95,1,7,94,80
80:7,80:7:7,94,3,7,96,80
80:7,80:7:7,95,5,7,97,80
80:7,80:7:7,98,5,7,97,80
80:7,80:7:7,98,4,8,102,80
80:7,80:7:8,89,4,7,90,80
80:7,80:7:8,89,1,7,95,80
80:7,80:7:8,92,4,8,91,80
80:7,80:7:8,91,1,7,92,80
80:7,80:7:8,93,1,8,97,80
80:7,80:7:8,95,4,7,95,80
80:7,80:7:8,95,1,7,98,80
80:7,80:7:8,96,1,8,100,80
80:7,80:7:8,97,1,7,100,80
80:7,80:7:8,98,0,8,99,80
80:8,80:8:0,83,4,8,81,80
80:8,80:8:0,81,5,8,82,80
80:8,80:8:0,84,3,7,85,80
80:8,80:8:0,86,3,7,88,80
80:8,80:8:0,84,3,7,88,80
80:8,80:8:0,88,1,8,88,80
80:8,80:8:0,89,2,8,89,80
80:8,80:8:0,89,6,7,88,80
80:8,80:8:0,90,2,7,90,80
80:8,80:8:0,89,0,8,90,80
80:8,80:8:1,84,5,8,85,80
80:8,80:8:1,83,1,7,85,80
80:8,80:8:1,86,6,8,88,80
80:8,80:8:1,87,2,8,90,80
80:8,80:8:1,88,4,8,87,80
80:8,80:8:1,89,4,8,86,80
80:8,80:8:1,89,4,7,93,80
80:8,80:8:1,90,4,7,89,80
80:8,80:8:1,90,0,7,94,80
80:8,80:8:1,90,2,7,95,80
80:8,80:8:2,83,4,7,88,80
80:8,80:8:2,86,4,8,85,80
80:8,80:8:2,85,3,7,86,80
80:8,80:8:2,85,3,7,87,80
80:8,80:8:2,87,6,7,86,80
80:8,80:8:2,88,2,8,92,80
80:8,80:8:2,90,6,8,90,80
80:8,80:8:2,91,0,8,89,80
80:8,80:8:2,93,1,8,92,80
80:8,80:8:2,94,6,7,96,80
80:8,80:8:3,83,6,7,88,80
80:8,80:8:3,85,0,7,87,80
80:8,80:8:3,88,5,8,90,80
80:8,80:8:3,89,1,8,86,80
80:8,80:8:3,89,1,8,92,80
80:8,80:8:3,88,6,7,90,80
80:8,80:8:3,92,3,8,91,80
80:8,80:8:3,93,2,7,90,80
80:8,80:8:3,92,1,8,93,80
80:8,80:8:3,93,1,8,98,80
80:8,80:8:4,86,4,7,90,80
80:8,80:8:4,88,5,7,87,80
80:8,80:8:4,86,0,7,92,80
80:8,80:8:4,90,0,7,91,80
80:8,80:8:4,91,5,7,88,80
80:8,80:8:4,89,0,8,93,80
80:8,80:8:4,91,0,8,91,80
80:8,80:8:4,94,3,7,93,80
80:8,80:8:4,93,1,7,98,80
80:8,80:8:4,95,1,7,99,80
80:8,80:8:5,85,3,7,85,80
80:8,80:8:5,89,1,7,89,80
80:8,80:8:5,89,6,7,90,80
80:8,80:8:5,88,0,8,88,80
80:8,80:8:5,91,2,8,90,80
80:8,80:8:5,92,2,8,96,80
80:8,80:8:5,91,1,8,97,80
80:8,80:8:5,95,0,7,98,80
80:8,80:8:5,93,2,8,97,80
80:8,80:8:5,95,2,8,99,80
80:8,80:8:6,88,3,8,91,80
80:8,80:8:6,90,5,7,88,80
80:8,80:8:6,88,2,8,90,80
80:8,80:8:6,89,0,7,94,80
80:8,80:8:6,92,2,8,90,80
80:8,80:8:6,93,4,8,92,80
80:8,80:8:6,94,5,7,94,80
80:8,80:8:6,95,4,8,93,80
80:8,80:8:6,95,3,8,97,80
80:8,80:8:6,98,0,7,99,80
80:8,80:8:7,90,0,8,92,80
80:8,80:8:7,89,6,7,91,80
80:8,80:8:7,90,4,7,90,80
80:8,80:8:7,90,4,8,90,80
80:8,80:8:7,93,3,7,91,80
80:8,80:8:7,94,4,8,98,80
80:8,80:8:7,93,3,7,98,80
80:8,80:8:7,97,4,7,95,80
80:8,80:8:7,95,6,8,96,80
80:8,80:8:7,99,6,7,101,80
80:8,80:8:8,89,4,7,90,80
80:8,80:8:8,90,4,7,93,80
80:8,80:8:8,91,2,8,90,80
80:8,80:8:8,91,1,8,92,80
80:8,80:8:8,94,2,8,93,80
80:8,80:8:8,93,3,7,94,80
80:8,80:8:8,95,3,8,100,80
80:8,80:8:8,96,4,7,100,80
80:8,80:8:8,97,0,7,99,80
80:8,80:8:8,100,2,7,97,80
80:8,80:8:9,89,5,7,93,80
80:8,80:8:9,90,1,7,95,80
80:8,80:8:9,93,3,8,94,80
80:8,80:8:9,94,2,8,95,80
80:8,80:8:9,96,6,8,97,80
80:8,80:8:9,95,3,7,94,80
80:8,80:8:9,97,1,7,97,80
80:8,80:8:9,96,6,7,98,80
80:8,80:8:9,98,5,7,103,80
80:8,80:8:9,101,2,8,103,80
80:9,80:9:0,82,0,8,83,80
80:9,80:9:0,84,5,8,81,80
80:9,80:9:0,83,2,8,82,80
80:9,80:9:0,86,1,8,83,80
80:9,80:9:0,84,4,7,84,80
80:9,80:9:0,85,2,7,91,80
80:9,80:9:0,86,3,7,90,80
80:9,80:9:0,89,3,8,92,80
80:9,80:9:0,88,6,8,88,80
80:9,80:9:0,89,4,7,89,80
80:9,80:9:1,82,3,7,87,80
80:9,80:9:1,84,1,7,83,80
80:9,80:9:1,86,2,7,87,80
80:9,80:9:1,85,6,8,87,80
80:9,80:9:1,87,0,8,91,80
80:9,80:9:1,88,2,7,87,80
80:9,80:9:1,89,0,7,90,80
80:9,80:9:1,88,6,8,91,80
80:9,80:9:1,92,5,7,93,80
80:9,80:9:1,90,3,7,93,80
80:9,80:9:2,84,1,8,85,80
80:9,80:9:2,84,1,8,85,80
80:9,80:9:2,86,4,8,84,80
80:9,80:9:2,86,0,8,91,80
80:9,80:9:2,86,3,7,92,80
80:9,80:9:2,90,4,7,93,80
80:9,80:9:2,89,4,7,91,80
80:9,80:9:2,90,6,8,91,80
80:9,80:9:2,90,0,8,95,80
80:9,80:9:2,92,4,7,95,80
80:9,80:9:3,85,6,7,87,80
80:9,80:9:3,87,4,8,87,80
80:9,80:9:3,88,1,7,91,80
80:9,80:9:3,87,0,7,86,80
80:9,80:9:3,87,1,8,88,80
80:9,80:9:3,90,3,7,92,80
80:9,80:9:3,90,3,8,95,80
80:9,80:9:3,93,5,8,91,80
80:9,80:9:3,94,1,8,96,80
80:9,80:9:3,92,0,8,95,80
80:9,80:9:4,85,1,7,89,80
80:9,80:9:4,88,2,8,86,80
80:9,80:9:4,88,1,7,87,80
80:9,80:9:4,88,4,7,88,80
80:9,80:9:4,88,1,7,91,80
80:9,80:9:4,91,2,8,92,80
80:9,80:9:4,90,6,7,92,80
80:9,80:9:4,92,3,8,92,80
80:9,80:9:4,94,6,8,98,80
80:9,80:9:4,94,1,7,98,80
80:9,80:9:5,85,1,7,91,80
80:9,80:9:5,88,6,7,86,80
80:9,80:9:5,89,4,7,93,80
80:9,80:9:5,88,6,7,90,80
80:9,80:9:5,92,0,8,90,80
80:9,80:9:5,91,2,7,92,80
80:9,80:9:5,92,6,8,96,80
80:9,80:9:5,93,3,8,93,80
80:9,80:9:5,94,1,7,94,80
80:9,80:9:5,95,2,8,98,80
80:9,80:9:6,86,6,7,87,80
80:9,80:9:6,88,2,7,91,80
80:9,80:9:6,88,6,8,92,80
80:9,80:9:6,91,5,7,93,80
80:9,80:9:6,93,6,7,91,80
80:9,80:9:6,91,3,8,95,80
80:9,80:9:6,92,0,7,95,80
80:9,80:9:6,95,6,7,98,80
80:9,80:9:6,95,3,8,96,80
80:9,80:9:6,97,2,7,99,80
80:10,80:10:0,82,0,7,82,80
80:10,80:10:0,81,1,8,87,80
80:10,80:10:0,83,0,7,88,80
80:10,80:10:0,86,1,8,87,80
80:10,80:10:0,86,6,8,84,80
80:10,80:10:0,87,4,7,89,80
80:10,80:10:0,89,4,7,91,80
80:10,80:10:0,88,0,8,92,80
80:10,80:10:0,89,1,7,91,80
80:10,80:10:0,90,6,7,91,80
80:10,80:10:1,81,3,8,84,80
80:10,80:10:1,85,0,8,82,80
80:10,80:10:1,83,5,7,88,80
80:10,80:10:1,86,3,8,86,80
80:10,80:10:1,88,0,7,89,80
80:10,80:10:1,86,5,7,89,80
80:10,80:10:1,88,0,8,90,80
80:10,80:10:1,91,6,8,88,80
80:10,80:10:1,89,0,7,89,80
80:10,80:10:1,91,4,7,95,80
80:10,80:10:2,84,3,7,82,80
80:10,80:10:2,84,3,8,89,80
80:10,80:10:2,84,0,8,85,80
80:10,80:10:2,88,3,8,87,80
80:10,80:10:2,87,0,7,86,80
80:10,80:10:2,89,1,8,89,80
80:10,80:10:2,91,4,8,92,80
80:10,80:10:2,89,6,7,93,80
80:10,80:10:2,92,1,8,94,80
80:10,80:10:2,91,0,8,95,80
80:10,80:10:3,86,1,8,87,80
80:10,80:10:3,84,1,8,85,80
80:10,80:10:3,86,0,7,88,80
80:10,80:10:3,86,0,7,91,80
80:10,80:10:3,90,2,8,90,80
80:10,80:10:3,89,3,7,89,80
80:10,80:10:3,90,0,7,92,80
80:10,80:10:3,91,3,7,90,80
80:10,80:10:3,94,0,7,92,80
80:10,80:10:3,93,3,7,92,80
80:10,80:10:4,86,0,8,86,80
80:10,80:10:4,87,2,7,85,80
80:10,80:10:4,89,0,8,92,80
80:10,80:10:4,89,1,8,88,80
80:10,80:10:4,91,2,8,88,80
80:10,80:10:4,91,0,7,90,80
80:10,80:10:4,92,3,7,91,80
80:10,80:10:4,92,5,7,92,80
80:10,80:10:4,92,2,7,93,80
80:10,80:10:4,93,5,8,93,80
80:10,80:10:5,85,1,7,91,80
80:10,80:10:5,87,6,8,87,80
80:10,80:10:5,88,1,7,90,80
80:10,80:10:5,90,0,8,88,80
80:10,80:10:5,91,2,7,91,80
80:10,80:10:5,90,6,7,92,80
80:10,80:10:5,93,1,8,92,80
80:10,80:10:5,92,1,8,98,80
80:10,80:10:5,94,2,8,95,80
80:10,80:10:5,95,5,8,95,80
80:10,80:10:6,88,4,7,90,80
80:10,80:10:6,88,5,7,89,80
80:10,80:10:6,90,6,8,93,80
80:10,80:10:6,90,3,8,91,80
80:10,80:10:6,93,0,8,90,80
80:10,80:10:6,91,4,7,91,80
80:10,80:10:6,95,5,7,93,80
80:10,80:10:6,95,4,7,99,80
80:10,80:10:6,94,5,8,98,80
80:10,80:10:6,95,5,7,96,80
80:10,80:10:7,87,0,8,92,80
80:10,80:10:7,89,2,8,93,80
80:10,80:10:7,90,4,8,93,80
80:10,80:10:7,91,6,7,90,80
80:10,80:10:7,92,5,8,95,80
80:10,80:10:7,94,2,8,98,80
80:10,80:10:7,95,4,8,99,80
80:10,80:10:7,95,6,8,96,80
80:10,80:10:7,96,2,7,100,80
80:10,80:10:7,96,1,7,97,80
80:10,80:10:8,88,3,8,91,80
80:10,80:10:8,89,6,7,92,80
80:10,80:10:8,92,4,7,93,80
80:10,80:10:8,94,0,8,93,80
80:10,80:10:8,95,4,7,96,80
80:10,80:10:8,94,1,7,96,80
80:10,80:10:8,96,5,7,98,80
80:10,80:10:8,97,4,7,99,80
80:10,80:10:8,99,0,8,96,80
80:10,80:10:8,100,2,8,100,80
80:10,80:10:9,90,1,7,90,80
80:10,80:10:9,92,0,7,95,80
80:10,80:10:9,92,0,8,96,80
80:10,80:10:9,92,6,7,96,80
80:10,80:10:9,95,5,7,98,80
80:10,80:10:9,94,1,8,98,80
80:10,80:10:9,95,6,8,95,80
80:10,80:10:9,98,5,7,100,80
80:10,80:10:9,99,0,7,100,80
80:10,80:10:9,98,6,7,104,80
80:11,80:11:0,80,0,8,84,80
80:11,80:11:0,83,4,8,87,80
80:11,80:11:0,82,6,8,87,80
80:11,80:11:0,83,0,7,89,80
80:11,80:11:0,87,3,8,86,80
80:11,80:11:0,87,1,7,90,80
80:11,80:11:0,87,0,8,90,80
80:11,80:11:0,89,5,8,93,80
80:11,80:11:0,90,3,8,94,80
80:11,80:11:0,91,4,8,91,80
80:11,80:11:1,81,5,7,82,80
80:11,80:11:1,82,4,8,86,80
80:11,80:11:1,85,5,7,84,80
80:11,80:11:1,85,0,7,87,80
80:11,80:11:1,88,3,7,87,80
80:11,80:11:1,86,1,7,87,80
80:11,80:11:1,87,1,7,88,80
80:11,80:11:1,90,0,7,92,80
80:11,80:11:1,89,4,7,93,80
80:11,80:11:1,91,0,7,94,80
80:11,80:11:2,83,0,8,85,80
80:11,80:11:2,85,2,7,87,80
80:11,80:11:2,84,0,8,86,80
80:11,80:11:2,86,6,8,85,80
80:11,80:11:2,87,5,7,90,80
80:11,80:11:2,89,6,8,87,80
80:11,80:11:2,91,0,7,90,80
80:11,80:11:2,92,4,7,94,80
80:11,80:11:2,92,3,7,94,80
80:11,80:11:2,91,2,8,94,80
80:11,80:11:3,84,3,8,86,80
80:11,80:11:3,86,3,8,88,80
80:11,80:11:3,87,5,8,85,80
80:11,80:11:3,88,2,7,92,80
80:11,80:11:3,89,6,7,93,80
80:11,80:11:3,90,0,8,88,80
80:11,80:11:3,91,1,7,91,80
80:11,80:11:3,93,6,8,95,80
80:11,80:11:3,91,5,7,97,80
80:11,80:11:3,93,4,7,96,80
80:11,80:11:4,85,2,8,90,80
80:11,80:11:4,88,4,7,86,80
80:11,80:11:4,87,3,7,92,80
80:11,80:11:4,87,1,8,90,80
80:11,80:11:4,88,2,8,94,80
80:11,80:11:4,90,5,8,94,80
80:11,80:11:4,91,3,7,92,80
80:11,80:11:4,92,5,8,93,80
80:11,80:11:4,94,1,7,96,80
80:11,80:11:4,94,4,7,95,80
80:11,80:11:5,88,0,8,88,80
80:11,80:11:5,87,5,7,89,80
80:11,80:11:5,90,0,8,91,80
80:11,80:11:5,88,5,8,94,80
80:11,80:11:5,91,0,8,90,80
80:11,80:11:5,91,1,7,93,80
80:11,80:11:5,91,4,7,94,80
80:11,80:11:5,92,4,8,93,80
80:11,80:11:5,96,5,7,99,80
80:11,80:11:5,96,1,7,100,80
80:11,80:11:6,87,0,7,90,80
80:11,80:11:6,89,2,8,89,80
80:11,80:11:6,89,5,8,92,80
80:11,80:11:6,90,6,7,91,80
80:11,80:11:6,91,6,7,92,80
80:11,80:11:6,91,5,8,91,80
80:11,80:11:6,93,2,7,93,80
80:11,80:11:6,93,1,8,96,80
80:11,80:11:6,97,0,8,97,80
80:11,80:11:6,98,1,7,97,80
80:12,80:12:0,81,5,7,83,80
80:12,80:12:0,81,4,8,84,80
80:12,80:12:0,85,5,7,86,80
80:12,80:12:0,84,4,7,84,80
80:12,80:12:0,87,0,8,85,80
80:12,80:12:0,87,2,7,88,80
80:12,80:12:0,89,1,7,92,80
80:12,80:12:0,88,3,7,88,80
80:12,80:12:0,89,0,8,88,80
80:12,80:12:0,92,4,8,89,80
80:12,80:12:1,83,6,8,86,80
80:12,80:12:1,84,3,7,84,80
80:12,80:12:1,85,0,8,85,80
80:12,80:12:1,86,5,7,89,80
80:12,80:12:1,87,1,7,86,80
80:12,80:12:1,88,1,7,90,80
80:12,80:12:1,88,1,7,88,80
80:12,80:12:1,89,0,8,88,80
80:12,80:12:1,91,2,8,94,80
80:12,80:12:1,91,0,8,93,80
80:12,80:12:2,82,3,8,87,80
80:12,80:12:2,84,0,7,84,80
80:12,80:12:2,87,6,7,84,80
80:12,80:12:2,85,2,8,91,80
80:12,80:12:2,87,3,8,91,80
80:12,80:12:2,87,4,7,92,80
80:12,80:12:2,90,6,7,93,80
80:12,80:12:2,91,4,7,95,80
80:12,80:12:2,92,3,7,95,80
80:12,80:12:2,92,2,8,91,80
80:12,80:12:3,83,0,7,84,80
80:12,80:12:3,85,2,8,84,80
80:12,80:12:3,88,5,8,89,80
80:12,80:12:3,89,6,8,87,80
80:12,80:12:3,90,5,8,90,80
80:12,80:12:3,90,1,8,90,80
80:12,80:12:3,90,2,8,90,80
80:12,80:12:3,90,0,7,90,80
80:12,80:12:3,94,1,8,94,80
80:12,80:12:3,95,5,8,95,80
80:12,80:12:4,87,6,8,89,80
80:12,80:12:4,87,4,8,85,80
80:12,80:12:4,87,4,8,87,80
80:12,80:12:4,90,3,7,91,80
80:12,80:12:4,90,4,7,91,80
80:12,80:12:4,91,0,8,91,80
80:12,80:12:4,93,2,8,91,80
80:12,80:12:4,92,4,7,95,80
80:12,80:12:4,94,1,7,97,80
80:12,80:12:4,95,5,7,98,80
80:12,80:12:5,88,4,8,87,80
80:12,80:12:5,87,4,7,90,80
80:12,80:12:5,89,6,8,88,80
80:12,80:12:5,89,2,8,89,80
80:12,80:12:5,90,4,8,92,80
80:12,80:12:5,93,4,7,93,80
80:12,80:12:5,92,3,7,95,80
80:12,80:12:5,94,2,8,93,80
80:12,80:12:5,93,5,7,97,80
80:12,80:12:5,97,0,7,95,80
80:12,80:12:6,86,6,8,89,80
80:12,80:12:6,87,4,8,87,80
80:12,80:12:6,90,6,7,90,80
80:12,80:12:6,91,5,7,91,80
80:12,80:12:6,93,6,7,94,80
80:12,80:12:6,92,5,7,96,80
80:12,80:12:6,95,2,7,92,80
80:12,80:12:6,95,5,8,98,80
80:12,80:12:6,96,1,7,95,80
80:12,80:12:6,95,3,8,98,80
80:12,80:12:7,90,0,7,87,80
80:12,80:12:7,89,3,7,91,80
80:12,80:12:7,91,2,8,95,80
80:12,80:12:7,90,4,8,90,80
80:12,80:12:7,94,2,8,93,80
80:12,80:12:7,92,4,7,95,80
80:12,80:12:7,96,1,8,93,80
80:12,80:12:7,94,0,7,100,80
80:12,80:12:7,95,5,7,97,80
80:12,80:12:7,98,5,7,99,80
80:12,80:12:8,89,4,7,90,80
80:12,80:12:8,89,4,7,90,80
80:12,80:12:8,91,0,8,91,80
80:12,80:12:8,92,4,8,95,80
80:12,80:12:8,94,3,8,92,80
80:12,80:12:8,95,2,8,99,80
80:12,80:12:8,96,1,8,96,80
80:12,80:12:8,97,3,7,99,80
80:12,80:12:8,96,5,8,101,80
80:12,80:12:8,100,6,8,97,80
80:12,80:12:9,90,2,8,93,80
80:12,80:12:9,90,5,7,91,80
80:12,80:12:9,92,6,8,97,80
80:12,80:12:9,93,0,7,95,80
80:12,80:12:9,93,6,7,94,80
80:12,80:12:9,96,4,8,94,80
80:12,80:12:9,96,5,7,96,80
80:12,80:12:9,97,6,8,101,80
80:12,80:12:9,97,3,8,101,80
80:12,80:12:9,98,6,7,103,80
80:12,80:12:10,92,2,8,95,80
80:12,80:12:10,94,1,7,91,80
80:12,80:12:10,95,0,7,97,80
80:12,80:12:10,95,5,7,96,80
80:12,80:12:10,97,6,7,99,80
80:12,80:12:10,96,4,7,99,80
80:12,80:12:10,96,0,8,102,80
80:12,80:12:10,98,0,7,100,80
80:12,80:12:10,98,6,7,103,80
80:12,80:12:10,102,2,7,102,80
80:13,80:13:0,82,0,8,84,80
80:13,80:13:0,81,6,8,87,80
80:13,80:13:0,83,5,8,82,80
80:13,80:13:0,86,5,8,87,80
80:13,80:13:0,86,4,8,89,80
80:13,80:13:0,86,2,7,86,80
80:13,80:13:0,89,6,7,92,80
80:13,80:13:0,89,2,7,90,80
80:13,80:13:0,91,1,8,94,80
80:13,80:13:0,92,6,8,95,80
80:13,80:13:1,84,6,7,81,80
80:13,80:13:1,83,3,7,88,80
80:13,80:13:1,85,6,7,85,80
80:13,80:13:1,87,3,8,84,80
80:13,80:13:1,87,4,7,89,80
80:13,80:13:1,88,5,8,86,80
80:13,80:13:1,89,2,8,87,80
80:13,80:13:1,90,5,8,93,80
80:13,80:13:1,92,0,8,93,80
80:13,80:13:1,90,4,7,92,80
80:13,80:13:2,82,5,8,88,80
80:13,80:13:2,85,4,7,88,80
80:13,80:13:2,85,1,7,88,80
80:13,80:13:2,85,4,7,89,80
80:13,80:13:2,88,3,8,86,80
80:13,80:13:2,88,4,7,93,80
80:13,80:13:2,91,5,7,93,80
80:13,80:13:2,91,2,8,94,80
80:13,80:13:2,91,2,7,91,80
80:13,80:13:2,94,1,8,92,80
80:13,80:13:3,86,2,8,89,80
80:13,80:13:3,85,6,8,85,80
80:13,80:13:3,85,4,7,85,80
80:13,80:13:3,89,4,7,90,80
80:13,80:13:3,89,1,8,90,80
80:13,80:13:3,90,3,8,94,80
80:13,80:13:3,91,5,7,92,80
80:13,80:13:3,90,0,8,93,80
80:13,80:13:3,91,3,7,94,80
80:13,80:13:3,93,4,8,98,80
80:13,80:13:4,85,3,7,87,80
80:13,80:13:4,85,1,7,91,80
80:13,80:13:4,87,1,7,92,80
80:13,80:13:4,87,1,8,91,80
80:13,80:13:4,91,4,7,92,80
80:13,80:13:4,90,6,7,93,80
80:13,80:13:4,92,3,7,93,80
80:13,80:13:4,92,4,7,95,80
80:13,80:13:4,93,4,7,96,80
80:13,80:13:4,93,4,8,99,80
80:13,80:13:5,86,5,7,91,80
80:13,80:13:5,87,3,8,87,80
80:13,80:13:5,88,5,7,89,80
80:13,80:13:5,89,3,7,89,80
